ID,TITLE,LINK,ADDRESS,SALARY,EXPERIENCE,LEVEL,LOCATION,JOB_NAME
836,Kế Toán Doanh Thu [Chi Nhánh Quận 4],https://timviecnhanh.com/tuyen-ke-toan-doanh-thu-chi-nhanh-quan-4-tp-hcm-100170533.html,"196 Hoàng Diệu, P.8",7 - 10 triệu,1 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNgân hàng/Chứng khoán/Đầu tư
837,Trợ Lý Văn Phòng Biết Tiếng Trung (Ưu Tiên Người Việt Gốc Hoa),https://timviecnhanh.com/tuyen-tro-ly-van-phong-biet-tieng-trung-uu-tien-nguoi-viet-goc-hoa-tp-hcm-100172628.html,"187-189 Quốc lộ 1 A, P.Bình Hưng Hòa, Q.Bình Tân, Tp-Hồ Chí Minh (gần ngã 4 Gò Mây-giáp Đường Lê Trọng Tấn-Quốc Lộ 1A)",10 - 12 triệu,Chưa có kinh nghiệm,Không yêu cầu,TP.HCM,Hành chính/Thư ký/Trợ lýBáo chí/Biên tập viênNgoại ngữ
838,Nhân Viên Kế Toán Kiêm Trợ Lý,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-kiem-tro-ly-tp-hcm-100175800.html,"108/20 Phan Huy Ích, Phường 15, Quận Tân Bình, TPHCM",7 - 10 triệu,Dưới 1 năm,Đại học,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNhân sự
839,Trợ Lý Kinh Doanh (Sale Admin),https://timviecnhanh.com/tuyen-tro-ly-kinh-doanh-sale-admin-tp-hcm-100171858.html,"Lầu 6, Toà nhà success, số 21A Gò Dầu, p. Tân Quý, Q Tân Phú",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Hành chính/Thư ký/Trợ lýKinh doanhChăm sóc khách hàng
840,Kế Toán Hành Chính Văn Phòng - Đi Làm Ngay,https://timviecnhanh.com/tuyen-ke-toan-hanh-chinh-van-phong-di-lam-ngay-tp-hcm-100183969.html,"415/19 Trần Phú, Phường 7, Quận 5, Thành phố Hồ Chí Minh",8 - 12 triệu ( + Hoa hồng từ 1% đến 5%),Dưới 1 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýXuất - Nhập khẩu/Ngoại thương
841,Trợ Lý Giám Đốc,https://timviecnhanh.com/tuyen-tro-ly-giam-doc-tp-hcm-100177758.html,"Phòng 1901, Lầu 19, Tòa Nhà Sài Gòn Trade Center, Số 37 Tôn Đức Thắng , Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",10 - 12 triệu,2 năm,Cao đẳng,TP.HCM,Hành chính/Thư ký/Trợ lýNhân sựTài chính/Kế toán/Kiểm toán
842,Thư Ký Sản Xuất - Đi Làm Ngay,https://timviecnhanh.com/tuyen-thu-ky-san-xuat-di-lam-ngay-tp-hcm-100176936.html,"A7, lô 1-10-2, đường D2 Khu công nghệ cao Tp.HCM, Phường Long Thạnh Mỹ, Thành Phố Thủ Đức, Thành phố Hồ Chí Minh",10 - 12 triệu,2 năm,Trung cấp,TP.HCM,Sản xuất/Vận hành sản xuấtHành chính/Thư ký/Trợ lýTài chính/Kế toán/Kiểm toán
843,Trưởng Phòng Hành Chính Nhân Sự - Đi Làm Ngay,https://timviecnhanh.com/tuyen-truong-phong-hanh-chinh-nhan-su-di-lam-ngay-tp-hcm-100185263.html,"Lầu 3, Tòa nhà SFC, Số 9 Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh,",15 - 20 triệu,5 năm,Đại học,TP.HCM,Nhân sựQuản lý điều hànhHành chính/Thư ký/Trợ lý
844,Nhân Viên Kế Toán - Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-di-lam-ngay-tp-hcm-100173104.html,"81/3 Đường Đô Đốc Long, P. Tân Quý, Q. Tân Phú",8 - 10 triệu,Dưới 1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýKho vận/Vật tư/Thu mua
845,Kế Toán Trưởng (Đi Làm Ngay),https://timviecnhanh.com/tuyen-ke-toan-truong-di-lam-ngay-tp-hcm-100165206.html,"65 Đường 85, P. Tân Quy, Quận 7, Tp. Hcm",12 - 15 triệu,3 năm,Đại học,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNhân sự
846,Nhân Viên Kinh Doanh Tour Nội Địa Khách Đoàn,https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-tour-noi-dia-khach-doan-tp-hcm-100170315.html,"198 Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",20 - 25 triệu,1 năm,Trung cấp,TP.HCMĐồng NaiBình DươngHà Nội,Kinh doanhDu lịch/Nhà hàng/Khách sạnHành chính/Thư ký/Trợ lý
847,Nhân Viên Lễ Tân Spa,https://timviecnhanh.com/tuyen-nhan-vien-le-tan-spa-tp-hcm-100187406.html,"41 Hoa Sữa, P. 7, Q. Phú Nhuận, HCM",6 - 8 triệu,Không yêu cầu kinh nghiệm,Không yêu cầu,TP.HCM,PG/PB/Lễ tânHành chính/Thư ký/Trợ lýLàm đẹp/Thể lực/Spa
848,Kế Toán Tổng Hợp (Lương 12-15 Triệu),https://timviecnhanh.com/tuyen-ke-toan-tong-hop-luong-12-15-trieu-binh-duong-100180995.html,"57 -59 Đường NA5, KDC Việt Sing, P Thuận Giao, TP Thuận An, Tỉnh Bình Dương",12 - 15 triệu,2 năm,Cao đẳng,Bình DươngTP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýBán hàng
849,Kế Toán Tổng Hợp (Quận 7),https://timviecnhanh.com/tuyen-ke-toan-tong-hop-quan-7-tp-hcm-100179644.html,"23 Đường Số 5 Khu Dân Cư Himlam, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",12 - 15 triệu,1 năm,Đại học,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýXuất - Nhập khẩu/Ngoại thương
850,Kế Toán Tổng Hợp - Tân Bình,https://timviecnhanh.com/tuyen-ke-toan-tong-hop-tan-binh-tp-hcm-100170600.html,"49 Lê Trung Nghĩa, Phường 12, Quận Tân Bình, TP Hồ Chí Minh",10 - 12 triệu,3 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánNgân hàng/Chứng khoán/Đầu tưHành chính/Thư ký/Trợ lý
851,Nhân Viên Kế Toán,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-tp-hcm-100168008.html,"35 lô M, đường số 7, khu dân cư Phú Mỹ, phường Phú Mỹ, Quận 7",10 - 15 triệu,4 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
852,Nhân Viên Kế Toán - Đi Làm Ngay (Thuận An-Bình Dương),https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-di-lam-ngay-thuan-an-binh-duong-binh-duong-100172966.html,"Số 21, đường số 4, khu công nghiệp Vsip 1, Phường Bình Hòa, Thuận An, Bình Dương",7 - 10 triệu,2 năm,Cao đẳng,Bình DươngTP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNhân sự
853,"Nhân Viên Kế Toán Tổng Hợp (Gò Vấp, Quận 12, Hóc Môn)",https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-tong-hop-go-vap-quan-12-hoc-mon-tp-hcm-100167915.html,"Lô số 2-5 Khu E1, Khu Công nghiệp Tân Thới Hiệp, Phường Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh,",10 - 15 triệu,2 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánQuản lý điều hànhHành chính/Thư ký/Trợ lý
854,Kế Toán Nội Bộ,https://timviecnhanh.com/tuyen-ke-toan-noi-bo-tp-hcm-100171800.html,"63 Nguyễn Văn Ni, Khu phố 2, TT Củ Chi, H. Củ Chi, TP.HCM, Việt Nam.",7 - 10 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánNgân hàng/Chứng khoán/Đầu tưHành chính/Thư ký/Trợ lý
855,Kế Toán Bán Hàng - Đi Làm Ngay,https://timviecnhanh.com/tuyen-ke-toan-ban-hang-di-lam-ngay-tp-hcm-100170613.html,"Lô LB2-05, Đường số 7, Khu công nghiệp Xuyên Á, Xã Mỹ Hạnh Bắc, Huyện Đức Hoà, Tỉnh Long An, Việt Nam",7 - 12 triệu,1 năm,Cao đẳng,TP.HCMLong An,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýSản xuất/Vận hành sản xuất
856,"Kế Toán Tổng Hợp Tại Chi Nhánh Tp. HCM, Hà Nội",https://timviecnhanh.com/tuyen-ke-toan-tong-hop-tai-chi-nhanh-tp-hcm-ha-noi-tp-hcm-100181443.html,"21 ĐÀO DUY ANH, PHƯỜNG 9, PHÚ NHUẬN",7 - 11 triệu,2 năm,Cao đẳng,TP.HCMHà Nội,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
857,Nhân Viên Kế Toán Kiêm CSKH - Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-kiem-cskh-di-lam-ngay-tp-hcm-100174271.html,"Lô A1, A2, A7, Đường số 1, KCN Bình Chiểu, P.Bình Chiểu, Quận Thủ Đức, TP.Hồ Chí Minh",8 - 10 triệu,Chưa có kinh nghiệm,Cao đẳng,TP.HCM,Chăm sóc khách hàngHành chính/Thư ký/Trợ lýTài chính/Kế toán/Kiểm toán
858,Phiên Dịch Tiếng Trung - Tại Củ Chi,https://timviecnhanh.com/tuyen-phien-dich-tieng-trung-tai-cu-chi-tp-hcm-100167325.html,"Lô B6-4, Đường D2, KCN Tân Phú Trung, Xã Tân Phú Trung, Huyện Củ Chi, TP.HCM",15 - 30 triệu,5 năm,Cao đẳng,TP.HCMBình Dương,Biên dịch/Phiên dịchHành chính/Thư ký/Trợ lýNgoại ngữ
859,Trợ Lý Kinh Doanh Biết Tiếng Trung Lương Từ 10 Triệu,https://timviecnhanh.com/tuyen-tro-ly-kinh-doanh-biet-tieng-trung-luong-tu-10-trieu-dong-nai-100149666.html,"ĐƯỜNG SỐ 3, KCN NHƠN TRẠCH 1, ĐỒNG NAI",15 - 20 triệu,Chưa có kinh nghiệm,Trung cấp,Đồng NaiTP.HCMBình Dương,Biên dịch/Phiên dịchHành chính/Thư ký/Trợ lýNgoại ngữ
860,Cán Bộ Dự Bị Tiếng Trung (Trợ Lý Phiên Dịch),https://timviecnhanh.com/tuyen-can-bo-du-bi-tieng-trung-tro-ly-phien-dich-tp-hcm-100187289.html,205/30 phạm đăng giảng p.bình hưng hoà q.bình tân,8 - 12 triệu,1 năm,Cao đẳng,TP.HCMLong An,Hành chính/Thư ký/Trợ lýBiên dịch/Phiên dịchNgoại ngữ
861,Hành Chính Nhân Sự - Tuyển Dụng,https://timviecnhanh.com/tuyen-hanh-chinh-nhan-su-tuyen-dung-tp-hcm-100168771.html,"61 Đường số 41, Phường 6, Quận 4, TP.HCM",8 - 12 triệu,1 năm,Không yêu cầu,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lý
862,Nhân Viên Văn Phòng - Chăm Sóc Khách Hàng,https://timviecnhanh.com/tuyen-nhan-vien-van-phong-cham-soc-khach-hang-tp-hcm-100166661.html,"416/11/7 Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Hành chính/Thư ký/Trợ lýChăm sóc khách hàng
863,Nhân Viên Văn Phòng (Thu Nhập Trên 12Tr / Tháng),https://timviecnhanh.com/tuyen-nhan-vien-van-phong-thu-nhap-tren-12tr-thang-tp-hcm-100165978.html,"Toà nhà PICO PLAZA - Số 20 Cộng Hoà, P.12, Q.Tân Bình, Tp. Hồ Chí Minh.",8 - 20 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Ngân hàng/Chứng khoán/Đầu tưChăm sóc khách hàngHành chính/Thư ký/Trợ lý
864,Nhân Viên Tiếp Tân - Chăm Sóc Khách Hàng,https://timviecnhanh.com/tuyen-nhan-vien-tiep-tan-cham-soc-khach-hang-tp-hcm-100173875.html,"Lô số III-11B, Nhóm CN III, Đường số 12, KCN Tân Bình, P. Tây Thạnh, Q. Tân Phú, TP. Hồ Chí Minh",7 - 10 triệu,Chưa có kinh nghiệm,Cao đẳng,TP.HCM,Chăm sóc khách hàngHành chính/Thư ký/Trợ lýPG/PB/Lễ tân
865,Trưởng Phòng Hành Chính - Nhân Sự Làm Tại Tân Phú,https://timviecnhanh.com/tuyen-truong-phong-hanh-chinh-nhan-su-lam-tai-tan-phu-tp-hcm-100172194.html,"569 - 571 Lũy Bán Bích, phường Phú Thạnh, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",20 - 25 triệu,3 năm,Đại học,TP.HCM,Nhân sựQuản lý điều hànhHành chính/Thư ký/Trợ lý
866,Kế Toán Viên - Nhận Việc Ngay,https://timviecnhanh.com/tuyen-ke-toan-vien-nhan-viec-ngay-tp-hcm-100187049.html,"36/5/1 Kinh Dương Vương, Phường 13, Quận 6, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýKho vận/Vật tư/Thu mua
867,Nhân Viên Kế Toán,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-tp-hcm-100182623.html,"Landmark 4, Vinhomes Central Park, 208 Nguyễn Hữu Cảnh, phường 22, quận Bình Thạnh, TP Hồ Chí Minh",7 - 10 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánNhân sựHành chính/Thư ký/Trợ lý
868,Hành Chính Nhân Sự,https://timviecnhanh.com/tuyen-hanh-chinh-nhan-su-tp-hcm-100180492.html,"Lô B42/II  đường số 1 -KCN Vĩnh Lộc ,Huyện Bình Chánh TPHCM",7 - 10 triệu,1 năm,Trung cấp,TP.HCM,Hành chính/Thư ký/Trợ lýNhân sựSinh viên/Mới tốt nghiệp/Thực tập
869,[HCM] Nhân Viên Tổng Đài,https://timviecnhanh.com/tuyen-hcm-nhan-vien-tong-dai-tp-hcm-100171581.html,"151B Hai Bà Trưng, P.6, Q.3, TP. HCM",7 - 10 triệu,Chưa có kinh nghiệm,Cao đẳng,TP.HCM,Chăm sóc khách hàngHành chính/Thư ký/Trợ lýSinh viên/Mới tốt nghiệp/Thực tập
870,Nhân Viên Kế Toán Nội Bộ - Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-noi-bo-di-lam-ngay-tp-hcm-100186997.html,"Số 10 Đường Cộng Hòa 3, Phường Tân Thành, Quận Tân Phú, Thành phố Hồ Chí Minh",10 - 12 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNgân hàng/Chứng khoán/Đầu tư
871,Nhân Viên Văn Phòng Bộ Phận Sản Xuất,https://timviecnhanh.com/tuyen-nhan-vien-van-phong-bo-phan-san-xuat-tp-hcm-100186067.html,"2A58 Trần Văn Giàu, Xã Phạm Văn Hai, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,Dưới 1 năm,Cao đẳng,TP.HCM,Công nghệ thông tinHành chính/Thư ký/Trợ lýSản xuất/Vận hành sản xuất
872,(Quận 7) Nhân Viên Kế Toán - HCM (Không Yêu Cầu Kinh Nghiệm),https://timviecnhanh.com/tuyen-quan-7-nhan-vien-ke-toan-hcm-khong-yeu-cau-kinh-nghiem-tp-hcm-100185917.html,"30/1 Nguyễn Văn Quỳ , Phường Phú Thuận , Quận 7",7 - 10 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýSinh viên/Mới tốt nghiệp/Thực tập
873,Chuyên Viên Hành Chính Nhân Sự - Lương Từ 12 Triệu,https://timviecnhanh.com/tuyen-chuyen-vien-hanh-chinh-nhan-su-luong-tu-12-trieu-tp-hcm-100175761.html,"189B1 NGUYỄN VĂN HƯỞNG, P.THẢO ĐIỀN, QUẬN 2",12 - 15 triệu,2 năm,Cao đẳng,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lý
874,Nhân Viên Thu Ngân - Nhà Sách Cá Chép,https://timviecnhanh.com/tuyen-nhan-vien-thu-ngan-nha-sach-ca-chep-tp-hcm-100174590.html,"211-213 Võ Văn Tần, Phường 5, Quận 3, TP.HCM",4 - 5 triệu,1 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánGiáo dục/Đào tạo/Thư việnHành chính/Thư ký/Trợ lý
875,Nhân Viên Kế Toán (Quận 11),https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-quan-11-tp-hcm-100186748.html,"161C/14A LẠC LONG QUÂN, P3, Q11",5 - 8 triệu,Chưa có kinh nghiệm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánNhân sựHành chính/Thư ký/Trợ lý
876,Chuyên Viên Bộ Phận Hồ Sơ Du Học,https://timviecnhanh.com/tuyen-chuyen-vien-bo-phan-ho-so-du-hoc-tp-hcm-100186222.html,"Tầng 8, Cao Thắng Mall, 19 Cao Thắng, Phường 02, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",10 - 20 triệu,1 năm,Trung cấp,TP.HCM,Hành chính/Thư ký/Trợ lý
877,Nhân Viên Thư Ký Trợ Lý,https://timviecnhanh.com/tuyen-nhan-vien-thu-ky-tro-ly-tp-hcm-100178989.html,"299L19, Đ. Số 5, An Phú, Quận 2, Thành phố Hồ Chí Minh",15 - 20 triệu,Chưa có kinh nghiệm,Trung cấp,TP.HCMKiên Giang,Hành chính/Thư ký/Trợ lýChăm sóc khách hàngBán hàng
878,Nữ Nhân Viên Thu Ngân Nhà Hàng (Đi Làm Ngay),https://timviecnhanh.com/tuyen-nu-nhan-vien-thu-ngan-nha-hang-di-lam-ngay-tp-hcm-100173483.html,"9 Trần Cao Vân, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",7 - 9 triệu,1 năm,Không yêu cầu,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýPG/PB/Lễ tân
879,Kế Toán Bán Hàng (Thời Vụ 10 Tháng),https://timviecnhanh.com/tuyen-ke-toan-ban-hang-thoi-vu-10-thang-tp-hcm-100181052.html,"số 1338 Đường 31B, Phường An Phú ,Quận 2,TP. Hồ Chí Minh",7 - 10 triệu,1 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
880,Nhân Viên Hành Chính Lễ Tân,https://timviecnhanh.com/tuyen-nhan-vien-hanh-chinh-le-tan-tp-hcm-100176181.html,"133 đường Đặng Văn Bi, phường Trường Thọ, quận Thủ Đức, TP Hồ Chí Minh",8 - 10 triệu,1 năm,Trung cấp,TP.HCM,PG/PB/Lễ tânHành chính/Thư ký/Trợ lýNhân sự
881,Kế Toán Tổng Hợp,https://timviecnhanh.com/tuyen-ke-toan-tong-hop-tp-hcm-100180722.html,"107/6/5 ĐHT 06, P. tân Hưng Thuận, Q12",8 - 10 triệu,1 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
882,Nhân Viên Tư Vấn (Không Yêu Cầu Kinh Nghiệm),https://timviecnhanh.com/tuyen-nhan-vien-tu-van-khong-yeu-cau-kinh-nghiem-tp-hcm-100174487.html,"67 Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, Tphcm",8 - 20 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Kinh doanhChăm sóc khách hàngHành chính/Thư ký/Trợ lý
883,Nhân Viên Chăm Sóc Khách Hàng (Đi Làm Ngay),https://timviecnhanh.com/tuyen-nhan-vien-cham-soc-khach-hang-di-lam-ngay-tp-hcm-100175822.html,"630 Nguyễn Chí Thanh, Phường 4, Quận 11, Thành phố Hồ Chí Minh",7 - 10 triệu ( + Hoa hồng từ 2% đến 8%),1 năm,Trung cấp,TP.HCM,Chăm sóc khách hàngHành chính/Thư ký/Trợ lýPG/PB/Lễ tân
884,Quản Đốc Phân Xưởng,https://timviecnhanh.com/tuyen-quan-doc-phan-xuong-tp-hcm-100185125.html,"12/4E Thới Tây 1, Xã Tân Hiệp, Huyện Hóc Môn, TP.HCM",12 - 17 triệu,1 năm,Trung cấp,TP.HCM,Sản xuất/Vận hành sản xuấtQuản lý điều hànhHành chính/Thư ký/Trợ lý
885,Nhân Viên Sales Admin - Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-sales-admin-di-lam-ngay-tp-hcm-100184536.html,"42/8 Trần Đình Xu, phường Cô Giang, Quận 1, TP.HCM",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Kinh doanhChăm sóc khách hàngHành chính/Thư ký/Trợ lý
886,Thư Ký Nghiệp Vụ - Quận 5,https://timviecnhanh.com/tuyen-thu-ky-nghiep-vu-quan-5-tp-hcm-100184506.html,467 Hồng Bàng P14 Q5 - Phường 14 - Quận 5 - TP Hồ Chí Minh.,3 - 5 triệu,Không yêu cầu kinh nghiệm,Đại học,TP.HCM,Hành chính/Thư ký/Trợ lýLuật/Pháp lýSinh viên/Mới tốt nghiệp/Thực tập
887,Chuyên Viên Kế Toán,https://timviecnhanh.com/tuyen-chuyen-vien-ke-toan-tp-hcm-100175356.html,"41F/22 Đặng Thùy Trâm, P.13, Quận Bình Thạnh, HCM",7 - 10 triệu,Không yêu cầu kinh nghiệm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýSinh viên/Mới tốt nghiệp/Thực tập
888,Nhân Viên Lưu Trữ- Quận 5,https://timviecnhanh.com/tuyen-nhan-vien-luu-tru-quan-5-tp-hcm-100184509.html,467 Hồng Bàng P14 Q5 - Phường 14 - Quận 5 - TP Hồ Chí Minh.,3 - 5 triệu,1 năm,Trung cấp,TP.HCM,Hành chính/Thư ký/Trợ lýLuật/Pháp lý
889,Nhân Viên Chăm Sóc Khách Hàng,https://timviecnhanh.com/tuyen-nhan-vien-cham-soc-khach-hang-tp-hcm-100175399.html,"1G Nguyễn Duy, Phường 3, Quận Bình Thạnh, TP Hồ Chí Minh",7 - 10 triệu,Dưới 1 năm,Không yêu cầu,TP.HCM,Chăm sóc khách hàngBán hàngHành chính/Thư ký/Trợ lý
890,Chuyên Viên Tuyển Dụng - Đi Làm Ngay,https://timviecnhanh.com/tuyen-chuyen-vien-tuyen-dung-di-lam-ngay-tp-hcm-100174669.html,"420/1 Võ Văn Kiệt, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh",12 - 15 triệu,2 năm,Cao đẳng,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lý
891,Nhân Viên Kế Toán,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-tp-hcm-100184339.html,"Lầu 1, 170 – 170 Bis Bùi Thị Xuân, P.Phạm Ngũ Lão, Q.1, HCM",8 - 10 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýSinh viên/Mới tốt nghiệp/Thực tập
892,Kế Toán Nội Bộ,https://timviecnhanh.com/tuyen-ke-toan-noi-bo-tp-hcm-100174166.html,"Phòng 201, Tòa Nhà Núi Sông, 16 Quách Văn Tuấn, Phường 12, Quận Tân Bình, TP Hồ Chí Minh, Việt Nam",7 - 10 triệu,Dưới 1 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánSinh viên/Mới tốt nghiệp/Thực tậpHành chính/Thư ký/Trợ lý
893,Nhân Viên Tư Vấn Tài Chính Có Sẵn Khách Hàng - Daimond Star,https://timviecnhanh.com/tuyen-nhan-vien-tu-van-tai-chinh-co-san-khach-hang-daimond-star-tp-hcm-100184529.html,"18E Cộng Hoà,phường 4 ,Quận Tân Bình,TPHCM",12 - 15 triệu,Không yêu cầu kinh nghiệm,Trung học,TP.HCM,Chăm sóc khách hàngHành chính/Thư ký/Trợ lýNhân sự
894,Nhân Viên Tư Vấn Tuyển Sinh,https://timviecnhanh.com/tuyen-nhan-vien-tu-van-tuyen-sinh-tp-hcm-100182282.html,"5/105/1C Nơ Trang Long, Phường 7, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",10 - 12 triệu,Dưới 1 năm,Không yêu cầu,TP.HCM,Chăm sóc khách hàngHành chính/Thư ký/Trợ lýGiáo dục/Đào tạo/Thư viện
895,Trợ Lý Giám Đốc,https://timviecnhanh.com/tuyen-tro-ly-giam-doc-tp-hcm-100179292.html,20 Lê Lư - Phường Phú Thọ Hoà - Quận Tân phú - TP Hồ Chí Minh.,7 - 10 triệu,Chưa có kinh nghiệm,Trung cấp,TP.HCM,Hành chính/Thư ký/Trợ lýKho vận/Vật tư/Thu muaSinh viên/Mới tốt nghiệp/Thực tập
896,Kế Toán Viên - Nhận Việc Ngay,https://timviecnhanh.com/tuyen-ke-toan-vien-nhan-viec-ngay-tp-hcm-100174320.html,"115/9A Ấp 1 Xã Xuân Thới Sơn, Huyện Hóc Môn, TpHCM",10 - 12 triệu,2 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
897,Nhân Viên Lễ Tân - Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-le-tan-di-lam-ngay-tp-hcm-100167765.html,"37-39 Nguyễn Thiện Thuật, P.2, Q.3, TP.HCM",7 - 8 triệu,1 năm,Trung cấp,TP.HCM,PG/PB/Lễ tânSinh viên/Mới tốt nghiệp/Thực tậpHành chính/Thư ký/Trợ lý
898,Nhân Viên Kho – Quỹ (Nữ) Tại HCM,https://timviecnhanh.com/tuyen-nhan-vien-kho-quy-nu-tai-hcm-tp-hcm-100176045.html,"Tầng 5, 136 Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy, Hà Nội",7 - 10 triệu,2 năm,Trung cấp,TP.HCM,Kho vận/Vật tư/Thu muaNhân sựHành chính/Thư ký/Trợ lý
899,Sale Admin,https://timviecnhanh.com/tuyen-sale-admin-tp-hcm-100185542.html,"Số 894 Đường Xuân Thới Sơn 38, Xã Xuân Thới Sơn, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",5 - 7 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Hành chính/Thư ký/Trợ lýChăm sóc khách hàngSinh viên/Mới tốt nghiệp/Thực tập
